"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","NES_sign"
"GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY","GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY","GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY",304,0.615394018956425,1.45587414942306,1e-10,5.42571428571429e-08,4.72481203007519e-08,2292,"tags=49%, list=24%, signal=39%","GAPDH/UQCR11/PKM/ENO1/ALDOA/TPI1/IL6ST/NDUFB9/PRELID1/CHCHD2/NDUFA4/CYB5A/FBP1/COX6A1/TALDO1/MDH1/NDUFS7/NDUFB2/COX5B/COX7A2/NDUFA1/BLOC1S1/UQCRH/CYBB/PGAM1/CYCS/NDUFS5/COX4I1/EIF6/GHITM/NDUFA6/AKR1B1/COX6C/NOP53/NDUFB7/PPP1CA/DNAJC15/COX5A/PARK7/NDUFAB1/STAT3/LDHA/NDUFS6/SDHB/PGD/NDUFB8/CHCHD10/NDUFB6/UQCRFS1/ZBTB20/CYBA/NDUFS8/NDUFB3/NDUFB4/PGK1/UQCRQ/NDUFC2/NDUFA12/COX8A/CYC1/NDUFB10/UQCRB/NDUFA2/UQCC2/ACADVL/NDUFV2/ISCU/MDH2/NDUFB5/NCF2/UQCRC1/PTGES3/PPARD/NDUFA13/PHB2/ETFB/TKT/COA6/PPP1CC/UQCRC2/PHLDA2/ADH5/SELENOS/NDUFA3/IDH1/HIF1A/NDUFS4/NDUFC1/NDUFS2/SDHC/COX17/GLRX2/IDH3G/ETFA/DGUOK/NDUFA9/STOML2/IL10RB/UGP2/IMMP2L/COX7A2L/MRPS36/ALDH2/MTLN/NQO2/CISD1/PFKL/PGLS/SCO2/INSR/SLC25A13/FDX1/NDUFB1/DEGS1/NDUFV3/APP/OXA1L/NDUFA8/GNPDA1/G6PD/NDUFA10/ADSL/SDHD/IFNAR1/UQCC3/PDHA1/GYG1/QDPR/IDH3B/PPIF/FOXK2/ARL2/SHMT2/OPN3/SUCLG1/PDHB/IDH2/GAA/DLD/AKR7A2/PER2/CCNB1/ACO2/NIPSNAP2/CAT/NDUFV1/CDK1/GSK3B/DDIT4","Positive"
"GOCC_ORGANELLE_INNER_MEMBRANE","GOCC_ORGANELLE_INNER_MEMBRANE","GOCC_ORGANELLE_INNER_MEMBRANE",390,0.599862151529087,1.42511440099903,1e-10,5.42571428571429e-08,4.72481203007519e-08,1942,"tags=44%, list=20%, signal=37%","UQCR11/NDUFB9/COX7B/HIGD2A/LGALS3/NDUFA4/HSPD1/COX6A1/NDUFS7/MICOS10/LDHB/NDUFB2/COX5B/COX7A2/NDUFA1/UQCRH/RNF13/CYCS/TIMM13/APOO/NDUFS5/MRPL41/COX4I1/NDUFA11/PHB/AURKAIP1/GHITM/NDUFA6/COX6B1/COX6C/SLC25A3/NDUFB7/DNAJC15/COX5A/NDUFAB1/NDUFS6/SDHB/NDUFB8/CHCHD10/NDUFB6/UQCRFS1/MRPL51/NDUFS8/NDUFB3/NDUFB4/UQCRQ/NDUFC2/NDUFA12/MRPS21/COX8A/CYC1/MRPS34/MRPL20/PTPN1/MRPL52/NDUFB10/UQCRB/TIMM8B/PTPMT1/NDUFB11/NDUFA2/MRPL57/UQCC2/ACADVL/NDUFV2/CBX3/IFI27/TMEM126A/NDUFB5/SLC25A5/UQCRC1/MRPS16/MRPL27/SQOR/MRPL14/MTCH2/NDUFA13/PHB2/MRPS18C/MRPL3/ROMO1/MCUB/SLC25A6/MPC1/CYP27A1/COX20/MRPL13/MRPL34/UQCRC2/MRPL33/MRPS15/MRPL36/MRPL55/NDUFA3/HADHA/MRPL18/NDUFS4/TIMM17A/MRPS5/NDUFC1/LYN/NDUFS2/SDHC/MRPL4/MRPS11/MRPS23/MFSD10/PET100/SLC25A11/MRPL47/STMP1/MRPL32/NDUFA9/STOML2/TIMM10/MRPL22/MRPL28/MRPS10/MRPS18B/TOMM40/IMMP2L/COX7A2L/MRPS36/CHCHD1/UNC50/MRPL12/MRPL50/COA3/MTLN/MRPL40/HIGD1A/MRPS26/MRPL15/SCO2/MRPS14/TIMM9/SLC25A39/MRPL42/MRPL11/FGR/SLC25A13/MTX1/TIMM17B/NDUFB1/TMEM126B/NDUFV3/ARL6IP6/MRPL17/TMEM70/OXA1L/NDUFA8/MRPS12/MRPS7/IFI6/NDUFA10/MRPL35/SDHD/MRPL43/DNAJC19/MRPL16/NDUFAF2/MRPL37/NME4/MRPL54/MRPL24/MRPS6/MPC2/UQCC3/NUTF2/MRPS18A/TRA2B/TYMS/MRPS25","Positive"
"GOCC_VACUOLE","GOCC_VACUOLE","GOCC_VACUOLE",475,0.574851442477267,1.36933117406676,1e-10,5.42571428571429e-08,4.72481203007519e-08,2208,"tags=43%, list=23%, signal=35%","CTSD/CD68/SFTPB/FTH1/HSP90AA1/CD63/ACP5/HLA-DMA/TUBB/CAP1/CTSL/AP2S1/ANXA2/CALR/DAB2/CTSB/RNASEK/CTSC/RNASET2/HEXB/HSP90AB1/SDCBP/HLA-DRB5/LAPTM4A/CTSA/GRN/HSPA8/CLTA/ASAH1/BLOC1S1/LAMP2/RNF13/PLAAT3/SOD1/CD164/LAMTOR5/HEXA/BRI3/PSAP/RAB5C/PLD3/HLA-DMB/PA2G4/M6PR/MAP1LC3B/TRAPPC1/MGST1/PRDX6/YWHAB/LYZ/LAMTOR1/SLC3A2/AP2M1/CTSS/LAMTOR4/SNX2/MFSD1/LAPTM5/LAMP1/TMEM59/CTSZ/NDUFC2/LIPA/SBF2/HLA-DQB1/IFITM1/CREG1/AMBRA1/STXBP2/PYCARD/AUP1/NAPSA/ADA2/GABARAPL2/TMEM230/TMEM179B/OCIAD1/TUBB4B/NCF2/VCAN/GNB2/GABARAP/STX3/DPP7/CD74/RETN/PPT1/ATRAID/CCT8/DDOST/MNDA/C3AR1/VAT1/CHMP2A/FPR1/TPP1/RHEB/B4GALT1/SH3GLB1/LAMTOR2/TMEM208/TBC1D5/CHMP1B/VAMP8/GDI2/CHMP4A/CCT2/SCARB2/FUCA2/SPAG9/GCA/ACTR10/GNAQ/CHMP2B/BST2/CMTM6/TM6SF1/CYB5R3/LYN/CXCR4/CHMP5/PLAC8/DRAM2/GLIPR1/VPS35/GLA/KIF5B/VAPA/CKAP4/SQSTM1/RPN2/DNASE2/SLC11A1/VMA21/FABP5/UVRAG/GNLY/INSR/GNAI3/SERPINB1/ACTR2/MCOLN1/RAP1B/GLMP/VTI1A/CALCOCO2/RFFL/NKG7/IL1B/ATG12/STX7/LITAF/ANXA11/NRBF2/TEX264/SEC13/NEU1/LRBA/FLOT1/COL6A1/RNASE6/TCN2/CAPN2/CHMP3/PRCP/CLTC/HLA-DQA2/IFNAR1/SHKBP1/CHMP4B/RAB9A/AP1G1/TMEM30A/HGS/THBD/IFITM3/AP1S1/GYG1/TMEM9B/GUSB/NAPRT/AP3B1/GM2A/HPS1/ZNRF2/DYNC1LI2/NCOA4/GNS/FNIP1/LGMN/BECN1/NCF4/SPG11/HEBP2/MARCHF2/TMEM199/RAB14/RRAGA/CTSW/BORCS5/GAA/VPS26A/DLD/RAMP2","Positive"
"GOMF_OXIDOREDUCTASE_ACTIVITY","GOMF_OXIDOREDUCTASE_ACTIVITY","GOMF_OXIDOREDUCTASE_ACTIVITY",413,0.568199105181546,1.35083598114096,1e-10,5.42571428571429e-08,4.72481203007519e-08,1730,"tags=34%, list=18%, signal=29%","PRDX1/GAPDH/FTH1/ALOX5AP/MGST3/UQCR11/GSTO1/GPX1/GLRX/NDUFB9/COX7B/TXN/PDIA6/NDUFA4/CYB5A/COX6A1/MDH1/NDUFS7/LDHB/NDUFB2/COX5B/COX7A2/NDUFA1/UQCRH/CYBB/CYCS/SOD1/NDUFS5/COX4I1/NDUFA6/COX6B1/AKR1B1/NDUFB7/BLVRB/AKR1A1/COX5A/PARK7/LDHA/NDUFS6/DPYD/GPX4/SDHB/PGD/NDUFB8/HSD17B11/MGST1/PRDX6/NDUFB6/UQCRFS1/APEX1/CYBA/NDUFS8/AKR1C3/NDUFB3/NDUFB4/PGK1/NDUFC2/DECR1/HMOX1/NDUFA12/WWOX/COX8A/CYC1/NDUFB10/KDM4C/P4HB/NDUFA2/PRDX4/PDIA3/ACADVL/NDUFV2/PRDX3/MDH2/AKR1C2/NDUFB5/NCF2/UQCRC1/TXNDC17/DHRS7/SQOR/OXR1/VKORC1/NDUFA13/ETFB/CYP27A1/VAT1/JMJD1C/MTHFD1L/HSD17B10/BLVRA/CBR1/TXNL1/ADH5/TXNRD1/NDUFA3/HADHA/SCCPDH/IDH1/DCXR/NDUFS4/SELENOT/NDUFC1/GRHPR/SELENOF/CYB5R3/KDM6A/NDUFS2/SDHC/GLRX2/TXNDC12/GSTK1/PRDX2/IDH3G/ETFA/NDUFA9/ALKBH7/PDIA4/ETHE1/HSD17B12/COX7A2L/HTATIP2/ALDH2/NQO2/UTY/SELENON/SCO2/GLRX3/FDX1/NDUFB1/DEGS1/NDUFV3/SELENOM/IMPDH2/NDUFA8/JARID2/G6PD/NDUFA10/TXN2/SDHD/TMX1","Positive"
"GOCC_PIGMENT_GRANULE","GOCC_PIGMENT_GRANULE","GOCC_PIGMENT_GRANULE",71,0.745054968524798,1.68254399292024,1.14623836592121e-10,5.80455108502499e-08,5.05471009926236e-08,784,"tags=48%, list=8%, signal=44%","CTSD/PRDX1/GCHFR/HSP90AA1/CD63/PPIB/ANXA2/GPNMB/RAN/CAPG/CTSB/HSP90AB1/PDIA6/HSPA5/SDCBP/HSPA8/HSP90B1/TMED10/BSG/ITGB1/RAB5C/RAC1/CCT4/NAP1L1/YWHAB/SLC3A2/LAMP1/P4HB/ERP29/CANX/PDIA3/STX3/CALU/TPP1","Positive"
"GOCC_FICOLIN_1_RICH_GRANULE","GOCC_FICOLIN_1_RICH_GRANULE","GOCC_FICOLIN_1_RICH_GRANULE",128,0.670000141252769,1.54890697359747,1.59688676047708e-10,7.58121989536496e-08,6.60186605449868e-08,2091,"tags=61%, list=22%, signal=48%","CTSD/FTH1/HSP90AA1/PKM/ALDOA/CTSB/DYNLL1/HMGB1/HSP90AB1/FCER1G/PSMB1/LGALS3/SRP14/ARPC5/HSPA8/HSPA1A/MIF/ASAH1/PGAM1/LAMP2/PPIA/PSMD7/RAC1/CSTB/TIMP2/LAMTOR1/CTSS/LAMP1/CTSZ/PSMA2/ATG7/HSPA1B/ILF2/PRDX4/GSN/CST3/PSMA5/TMEM179B/DYNLT1/PSMC3/GMFG/PSMD6/CCT8/MNDA/FPR1/PSMB7/KPNB1/CFD/IDH1/ACTR10/PSMD14/PSMD13/NME2/SLC11A1/PSMD2/LTA4H/PFKL/PSMC2/PDAP1/ACTR2/SERPINB6/PSMD3/IMPDH2/CDK13/PSMD11/CSNK2B/PRCP/ADGRE3/YPEL5/XRCC6/GYG1/SIRPA/GUSB/GNS/DOK3/VPS35L/COMMD9/COMMD3","Positive"
"GOBP_ELECTRON_TRANSPORT_CHAIN","GOBP_ELECTRON_TRANSPORT_CHAIN","GOBP_ELECTRON_TRANSPORT_CHAIN",119,0.670992537646541,1.54765329747753,2.38255772134085e-10,1.00543935840584e-07,8.75555129877539e-08,1722,"tags=57%, list=18%, signal=47%","NDUFB9/CHCHD2/NDUFA4/CYB5A/COX6A1/NDUFS7/NDUFB2/COX5B/NDUFA1/UQCRH/CYBB/CYCS/NDUFS5/COX4I1/GHITM/NDUFA6/AKR1B1/NDUFB7/DNAJC15/COX5A/PARK7/NDUFAB1/NDUFS6/SDHB/NDUFB8/NDUFB6/UQCRFS1/CYBA/NDUFS8/NDUFB3/NDUFB4/UQCRQ/NDUFC2/NDUFA12/CYC1/NDUFB10/UQCRB/NDUFA2/NDUFV2/ISCU/NDUFB5/NCF2/NDUFA13/ETFB/COA6/ADH5/NDUFA3/NDUFS4/NDUFC1/NDUFS2/SDHC/GLRX2/ETFA/DGUOK/NDUFA9/IMMP2L/COX7A2L/ALDH2/NQO2/SCO2/SLC25A13/FDX1/NDUFB1/DEGS1/NDUFV3/NDUFA8/NDUFA10/SDHD","Positive"
"GOCC_TRANSPORTER_COMPLEX","GOCC_TRANSPORTER_COMPLEX","GOCC_TRANSPORTER_COMPLEX",162,0.642943968147297,1.49685574628218,2.26441712293325e-10,1.00543935840584e-07,8.75555129877539e-08,1245,"tags=30%, list=13%, signal=26%","CALM2/CLIC1/FKBP1A/UQCR11/NDUFB9/NDUFA4/NDUFS7/NDUFB2/NDUFA1/UQCRH/TIMM13/NDUFS5/NDUFA11/NDUFA6/NDUFB7/NDUFAB1/NDUFS6/NDUFB8/NDUFB6/UQCRFS1/NDUFS8/NDUFB3/NDUFB4/UQCRQ/NDUFC2/NDUFA12/CYC1/NDUFB10/UQCRB/TIMM8B/NDUFB11/NDUFA2/PDE4B/NDUFV2/NDUFB5/CALM3/CALM1/UQCRC1/NDUFA13/MCUB/PTK2B/UQCRC2/NDUFA3/NDUFS4/NDUFC1/NDUFS2/NDUFA9/TIMM10","Positive"
"GOMF_CELL_ADHESION_MOLECULE_BINDING","GOMF_CELL_ADHESION_MOLECULE_BINDING","GOMF_CELL_ADHESION_MOLECULE_BINDING",331,0.576768042235932,1.36699503514495,2.89450164895588e-10,1.15719129081415e-07,1.00770351036226e-07,1990,"tags=37%, list=21%, signal=31%","RACK1/PRDX1/CLIC1/PKM/ENO1/ANXA2/CALR/ALDOA/GPNMB/PCBP1/RAN/CAPG/HMGB1/HSP90AB1/HSPA5/SDCBP/CD81/HSPA8/HSPA1A/EEF1G/CD9/ISG15/PSMB6/RTN4/BSG/PPIA/SEPTIN9/EIF3E/PPP1CA/ITGB1/RANBP1/PARK7/LDHA/ASAP1/PRDX6/YWHAB/SERBP1/SLC3A2/FLNA/SNX2/FXYD5/EIF5/PTPN1/EEF1D/HNRNPK/P4HB/S100A11/PCMT1/FMNL2/PFN1/PKP2/PICALM/DST/CCT8/TWF2/ACTN1/RSL1D1/SEPTIN2/PTPRM/SH3GLB1/SEPTIN7/NUDC/EZR/NOP56/ERC1/LRRC59/BAIAP2L1/MFGE8/IDH1/SPP1/TGFBI/ITGA5/TLN1/PLIN3/CHMP2B/ZC3H15/CD151/LYN/CHMP5/PTPRJ/PUF60/ESYT2/KIF5B/DNAJB1/BZW1/VAPA/AFDN/PDXDC1/FSCN1/TSPAN4/CORO1B/EIF4G2/CAPZB/EPS15/CD47/KTN1/VASP/CALD1/PDLIM5/MB21D2/PTPN6/AHSA1/ITGB1BP1/COL3A1/IL1B/DDX6/DHX29/MAPRE1/NINJ1/CEMIP2/THY1/ANXA7/GLOD4/ITGB8/CHMP4B/NCK1/YWHAE/ITGAV/TXNDC9/SIRPA/FERMT3/LASP1/CDH12/EFHD2","Positive"
"GOBP_OXIDATIVE_PHOSPHORYLATION","GOBP_OXIDATIVE_PHOSPHORYLATION","GOBP_OXIDATIVE_PHOSPHORYLATION",92,0.696347591710972,1.58966366764133,6.45078802577376e-10,2.45000929218887e-07,2.13351326073486e-07,1301,"tags=55%, list=14%, signal=48%","NDUFB9/CHCHD2/NDUFA4/COX6A1/NDUFS7/NDUFB2/COX5B/COX7A2/NDUFA1/UQCRH/CYCS/NDUFS5/COX4I1/GHITM/NDUFA6/NDUFB7/DNAJC15/COX5A/PARK7/NDUFAB1/NDUFS6/NDUFB8/CHCHD10/NDUFB6/UQCRFS1/NDUFS8/NDUFB3/NDUFB4/UQCRQ/NDUFC2/NDUFA12/CYC1/NDUFB10/UQCRB/NDUFA2/UQCC2/NDUFV2/ISCU/NDUFB5/UQCRC1/COA6/UQCRC2/NDUFA3/NDUFS4/NDUFC1/NDUFS2/SDHC/DGUOK/NDUFA9/STOML2/COX7A2L","Positive"
"GOCC_ENDOCYTIC_VESICLE","GOCC_ENDOCYTIC_VESICLE","GOCC_ENDOCYTIC_VESICLE",171,0.625559580895516,1.45865999857304,1.23289610000488e-09,4.45956132173195e-07,3.88346821675724e-07,2107,"tags=44%, list=22%, signal=35%","SFTPA1/SFTPC/SFTPB/UBB/SCGB3A2/HSP90AA1/CD163/CTSL/AP2S1/APOE/CALR/SFTPA2/HLA-DRB5/MARCO/CLTA/HSP90B1/CD9/UBC/CYBB/LAMP2/VIM/RAB5C/M6PR/SFTA3/RAB13/AP2M1/CYBA/CTSS/LAMP1/HSPH1/HLA-DQB1/SNX3/GSN/PDIA3/SRGAP2/NCF2/RAB11A/CD74/PICALM/ACTG1/VAMP8/SCARB2/RAB8A/TGOLN2/RAB32/LYN/MYO1E/RALA/KIF5B/HBEGF/SLC11A1/ZYX/CLTB/UVRAG/ECPAS/GNLY/COLEC12/MCOLN1/ARRB2/ATG12/STX7/RAB34/ANXA11/RAB8B/CLTC/HLA-DQA2/RAB9A/HGS/ITGAV/CLEC4E/DNM2/HEATR5B/BECN1/NCF4/HP/RAB14","Positive"
"GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN","GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN","GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN",86,0.70624936374164,1.60760312589214,1.39197738679039e-09,4.80611828639082e-07,4.185256410809e-07,1722,"tags=65%, list=18%, signal=54%","NDUFB9/CHCHD2/NDUFA4/COX6A1/NDUFS7/NDUFB2/COX5B/NDUFA1/UQCRH/CYCS/NDUFS5/COX4I1/GHITM/NDUFA6/NDUFB7/DNAJC15/COX5A/PARK7/NDUFAB1/NDUFS6/SDHB/NDUFB8/NDUFB6/UQCRFS1/NDUFS8/NDUFB3/NDUFB4/UQCRQ/NDUFC2/NDUFA12/CYC1/NDUFB10/UQCRB/NDUFA2/NDUFV2/ISCU/NDUFB5/ETFB/COA6/NDUFA3/NDUFS4/NDUFC1/NDUFS2/SDHC/ETFA/DGUOK/NDUFA9/IMMP2L/COX7A2L/SCO2/SLC25A13/NDUFB1/NDUFV3/NDUFA8/NDUFA10/SDHD","Positive"
"GOMF_OXIDOREDUCTION_DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GOMF_OXIDOREDUCTION_DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GOMF_OXIDOREDUCTION_DRIVEN_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",56,0.762580263548886,1.70280404777535,1.83850326963398e-09,5.81886284839155e-07,5.06717304665787e-07,1695,"tags=77%, list=18%, signal=64%","NDUFB9/COX7B/NDUFA4/CYB5A/COX6A1/NDUFS7/NDUFB2/COX5B/NDUFA1/UQCRH/NDUFS5/COX4I1/NDUFA6/COX6B1/NDUFB7/COX5A/NDUFS6/NDUFB8/NDUFB6/UQCRFS1/NDUFS8/NDUFB3/NDUFB4/NDUFC2/NDUFA12/COX8A/CYC1/NDUFB10/NDUFA2/NDUFV2/NDUFB5/UQCRC1/NDUFA13/NDUFA3/NDUFS4/NDUFC1/NDUFS2/NDUFA9/COX7A2L/NDUFB1/NDUFV3/NDUFA8/NDUFA10","Positive"
"GOMF_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GOMF_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY","GOMF_PRIMARY_ACTIVE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",76,0.719926821974247,1.63032978480621,1.83850326963398e-09,5.81886284839155e-07,5.06717304665787e-07,1695,"tags=59%, list=18%, signal=49%","NDUFB9/COX7B/NDUFA4/CYB5A/COX6A1/NDUFS7/NDUFB2/COX5B/NDUFA1/UQCRH/NDUFS5/COX4I1/NDUFA6/COX6B1/NDUFB7/COX5A/NDUFS6/NDUFB8/NDUFB6/UQCRFS1/NDUFS8/NDUFB3/NDUFB4/NDUFC2/NDUFA12/COX8A/CYC1/NDUFB10/NDUFA2/NDUFV2/NDUFB5/UQCRC1/NDUFA13/NDUFA3/NDUFS4/NDUFC1/NDUFS2/NDUFA9/TOMM20/COX7A2L/RALBP1/NDUFB1/NDUFV3/NDUFA8/NDUFA10","Positive"
"GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT","GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT","GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT",70,0.728838219463091,1.64482780643164,2.12626223716532e-09,6.4604351814031e-07,5.62586606246183e-07,1722,"tags=71%, list=18%, signal=59%","NDUFB9/CHCHD2/NDUFA4/COX6A1/NDUFS7/NDUFB2/COX5B/NDUFA1/UQCRH/CYCS/NDUFS5/COX4I1/GHITM/NDUFA6/NDUFB7/DNAJC15/COX5A/PARK7/NDUFAB1/NDUFS6/NDUFB8/NDUFB6/UQCRFS1/NDUFS8/NDUFB3/NDUFB4/UQCRQ/NDUFC2/NDUFA12/CYC1/NDUFB10/UQCRB/NDUFA2/NDUFV2/ISCU/NDUFB5/COA6/NDUFA3/NDUFS4/NDUFC1/NDUFS2/SDHC/DGUOK/NDUFA9/COX7A2L/NDUFB1/NDUFV3/NDUFA8/NDUFA10/SDHD","Positive"
"GOCC_AZUROPHIL_GRANULE","GOCC_AZUROPHIL_GRANULE","GOCC_AZUROPHIL_GRANULE",105,0.677452142318463,1.55509953915031,2.44599528845807e-09,7.14606931197212e-07,6.22292890391519e-07,1273,"tags=51%, list=13%, signal=45%","CD68/CD63/TUBB/CAP1/ANXA2/CTSC/RNASET2/HEXB/SDCBP/CTSA/GRN/LAMP2/HEXA/BRI3/PSAP/RAB5C/PA2G4/TRAPPC1/MGST1/PRDX6/LYZ/LAMTOR1/LAMP1/NDUFC2/CREG1/STXBP2/PYCARD/ADA2/TMEM179B/TUBB4B/STX3/DPP7/RETN/CCT8/DDOST/MNDA/C3AR1/VAT1/FPR1/B4GALT1/VAMP8/GDI2/CCT2/FUCA2/GCA/ACTR10/BST2/CMTM6/CYB5R3/PLAC8/GLIPR1/GLA/VAPA/CKAP4","Positive"
"GOBP_REGULATION_OF_PROTEOLYSIS","GOBP_REGULATION_OF_PROTEOLYSIS","GOBP_REGULATION_OF_PROTEOLYSIS",394,0.55627259172978,1.32168942031488,2.82967573107565e-09,7.96082105675949e-07,6.93242974428045e-07,2182,"tags=38%, list=23%, signal=30%","CTSD/RACK1/UBB/GAPDH/ARL6IP1/NEDD8/SLPI/HSPE1/ELOB/ENO1/ANXA2/APOE/SUMO2/GPX1/DAB2/CTSB/CTSC/PRELID1/HMGB1/TIMP1/HSP90AB1/COP1/SDCBP/HSPD1/GRN/BAX/HSPA1A/TMED10/BCAP31/CYCS/PLAUR/RBX1/LAMTOR5/AURKAIP1/ANP32B/NOP53/PARK7/STAT3/RAD23A/SUMO1/PDCD5/CSTB/TIMP2/ARL6IP5/LAPTM5/TMEM59/FIS1/CTSZ/PEBP1/ADRM1/PSMA3/APLP2/PIAS1/HSPA1B/TAF9/GSN/UBXN1/ARIH1/PSME2/PRDX3/CST3/PYCARD/STUB1/GABARAPL2/GABARAP/PSMC3/FBXW7/PICALM/NDUFA13/BIRC6/PSME4/S100A10/DNAJB6/FHIT/HDAC2/CSTA/S100A9/TREM2/DAPK1/RNF144B/PTK2B/SERPING1/IFI16/PSMC1/HERPUD1/LGALS9/PRKN/PSMC4/PSME1/PSMC5/DDRGK1/WAC/PSMC6/PDCD6/MAP3K5/CAMLG/BST2/LYN/SERPINH1/USP25/RENBP/HIPK2/PTTG1/ITCH/CARD16/USP14/PSMD14/APH1A/RUNX1/PSMC2/SERPINB1/ARRB2/SERPINB6/COL6A3/AGTPBP1/APP/RFFL/IL1B/SERPINB5/FAM162A/CASP1/TRAF3/PTEN/TRIAP1/IFI6/MTCH1/TLK2/CDK5RAP3/VSIR/TMF1/MARCHF7/PDCL3/PSMF1/TMEM259/XPO1/EIF3H/FNIP1/LGMN/WFDC2/PCOLCE/MGMT/JAK2/EGLN3/SERPINE1/RNF19A/PARL/VEGFA/PCID2","Positive"
"GOCC_FICOLIN_1_RICH_GRANULE_LUMEN","GOCC_FICOLIN_1_RICH_GRANULE_LUMEN","GOCC_FICOLIN_1_RICH_GRANULE_LUMEN",97,0.680048983907462,1.55563146469043,3.82368838061746e-09,1.03731203354179e-06,9.03310443000004e-07,2091,"tags=64%, list=22%, signal=51%","CTSD/FTH1/HSP90AA1/PKM/ALDOA/CTSB/HMGB1/HSP90AB1/PSMB1/SRP14/ARPC5/HSPA8/HSPA1A/MIF/ASAH1/PGAM1/PPIA/PSMD7/CSTB/TIMP2/CTSS/CTSZ/PSMA2/ATG7/HSPA1B/ILF2/PRDX4/GSN/CST3/PSMA5/DYNLT1/PSMC3/GMFG/PSMD6/CCT8/MNDA/PSMB7/KPNB1/CFD/IDH1/ACTR10/PSMD14/PSMD13/NME2/PSMD2/LTA4H/PFKL/PSMC2/PDAP1/ACTR2/PSMD3/IMPDH2/CDK13/PSMD11/CSNK2B/YPEL5/XRCC6/GYG1/GUSB/GNS/COMMD9/COMMD3","Positive"
"GOCC_OXIDOREDUCTASE_COMPLEX","GOCC_OXIDOREDUCTASE_COMPLEX","GOCC_OXIDOREDUCTASE_COMPLEX",93,0.684814124170084,1.56371108902592,4.4663110458195e-09,1.16986547255327e-06,1.01874042148565e-06,1722,"tags=60%, list=18%, signal=50%","UQCR11/NDUFB9/NDUFA4/NDUFS7/LDHB/NDUFB2/NDUFA1/UQCRH/CYBB/NDUFS5/NDUFA11/NDUFA6/NDUFB7/NDUFAB1/LDHA/NDUFS6/SDHB/NDUFB8/NDUFB6/UQCRFS1/CYBA/NDUFS8/NDUFB3/NDUFB4/UQCRQ/NDUFC2/NDUFA12/CYC1/NDUFB10/UQCRB/NDUFB11/P4HB/NDUFA2/NDUFV2/NDUFB5/NCF2/UQCRC1/NDUFA13/ETFB/UQCRC2/NDUFA3/NDUFS4/NDUFC1/CYB5R3/NDUFS2/SDHC/IDH3G/ETFA/NDUFA9/MRPS36/NDUFB1/GCSH/NDUFV3/NDUFA8/NDUFA10/SDHD","Positive"
"GOCC_VACUOLAR_LUMEN","GOCC_VACUOLAR_LUMEN","GOCC_VACUOLAR_LUMEN",109,0.669162750116924,1.53861593532552,5.3659853821558e-09,1.35866749876185e-06,1.18315270671814e-06,1206,"tags=43%, list=13%, signal=38%","CTSD/HSP90AA1/TUBB/CAP1/CTSL/ANXA2/CTSB/CTSC/RNASET2/HEXB/SDCBP/CTSA/GRN/HSPA8/ASAH1/LAMP2/HEXA/PSAP/PLD3/PA2G4/TRAPPC1/PRDX6/LYZ/CTSS/LIPA/CREG1/PYCARD/ADA2/TUBB4B/VCAN/DPP7/CD74/RETN/PPT1/CCT8/MNDA/VAT1/TPP1/GDI2/CCT2/SCARB2/FUCA2/GCA/ACTR10/CYB5R3/PLAC8/GLA","Positive"
"GOCC_CYTOCHROME_COMPLEX","GOCC_CYTOCHROME_COMPLEX","GOCC_CYTOCHROME_COMPLEX",28,0.849841641961138,1.82532385973253,5.62472282026956e-09,1.37823853363766e-06,1.2001955247054e-06,874,"tags=68%, list=9%, signal=62%","UQCR11/COX7B/NDUFA4/COX6A1/COX5B/COX7A2/UQCRH/COX4I1/COX6B1/COX6C/COX5A/UQCRFS1/UQCRQ/COX8A/CYC1/UQCRB/UQCRC1/COA6/UQCRC2","Positive"
